fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.2,0.41,0.36,2.4,0.05,7.0,58.0,0.9914,3.02,0.22,8.0,4
6.9,0.25,0.26,3.7,0.048,18.0,57.0,0.9954,3.03,0.5,12.1,6
4.9,0.34,0.42,7.1,0.085,38.0,71.0,0.9985,3.52,0.66,11.5,5
7.7,0.41,0.44,7.0,0.063,22.0,186.0,0.9932,3.18,0.26,9.6,6
7.6,0.29,0.24,3.0,0.094,27.0,112.0,0.992,3.2,0.51,11.3,6
7.2,0.19,0.4,4.2,0.06,12.0,158.0,0.9942,3.55,0.34,10.0,5
6.9,0.36,0.19,13.9,0.043,12.0,48.0,0.9941,3.35,0.42,9.7,5
6.9,0.19,0.52,5.4,0.01,21.0,81.0,0.9937,3.21,0.55,10.5,6
7.8,0.32,0.19,5.6,0.048,32.0,92.0,0.9984,3.26,0.59,8.6,5
7.3,0.52,0.38,8.3,0.013,35.0,125.0,0.9954,3.54,0.61,11.4,7
7.5,0.32,0.28,0.7,0.01,16.0,146.0,0.9997,3.12,0.7,11.1,5
7.2,0.71,0.14,4.0,0.026,9.0,131.0,0.9954,3.35,0.47,10.3,3
8.6,0.59,0.45,17.3,0.081,8.0,70.0,0.9958,3.33,0.43,12.0,5
8.0,0.27,0.22,2.4,0.048,48.0,158.0,1.0012,3.23,0.58,9.2,5
7.3,0.22,0.05,1.9,0.062,67.0,81.0,0.9957,3.13,0.68,10.6,4
9.1,0.36,0.0,5.0,0.08,38.0,131.0,0.9939,3.28,0.42,12.8,5
7.8,0.52,0.19,1.3,0.055,1.0,38.0,0.9919,3.22,0.57,12.4,6
9.0,0.23,0.54,4.4,0.032,41.0,101.0,0.9921,3.34,0.61,12.4,7
8.0,0.48,0.51,0.9,0.04,52.0,145.0,0.9934,2.96,0.54,11.2,6
4.7,0.56,0.2,4.7,0.083,19.0,122.0,0.994,3.73,0.58,10.4,5
8.9,0.21,0.27,5.0,0.055,46.0,69.0,0.9885,3.32,0.64,10.8,6
7.3,0.26,0.24,2.9,0.01,49.0,146.0,0.9947,3.3,0.56,10.4,5
7.1,0.48,0.11,2.6,0.044,53.0,72.0,0.987,3.55,0.52,11.2,5
7.5,0.39,0.17,1.5,0.075,20.0,17.0,0.9985,3.12,0.5,11.4,5
6.6,0.28,0.45,2.2,0.062,31.0,174.0,0.989,3.11,0.67,8.4,4
7.4,0.31,0.39,3.7,0.02,33.0,59.0,0.9953,3.17,0.58,9.2,5
6.5,0.32,0.36,1.5,0.03,54.0,160.0,0.9951,3.57,0.7,9.4,6
8.9,0.08,0.12,8.2,0.01,23.0,102.0,0.9987,3.21,0.55,10.0,6
7.0,0.49,0.33,6.7,0.075,47.0,152.0,0.9951,3.66,0.62,10.2,5
6.6,0.29,0.0,1.7,0.078,35.0,71.0,0.9944,3.13,0.6,10.5,5
6.0,0.08,0.45,0.6,0.051,48.0,164.0,0.9956,2.8,0.44,11.1,6
7.5,0.36,0.35,0.6,0.044,44.0,85.0,0.9931,2.95,0.22,11.2,5
7.5,0.22,0.12,4.9,0.018,19.0,100.0,0.9932,3.31,0.29,10.8,6
7.6,0.63,0.55,1.3,0.068,35.0,6.0,0.9953,3.32,0.65,10.1,5
5.8,0.27,0.04,0.6,0.01,18.0,24.0,0.9938,3.28,0.61,9.2,5
5.1,0.19,0.39,2.4,0.083,30.0,159.0,0.9966,3.06,0.52,9.6,5
8.0,0.45,0.4,17.7,0.076,61.0,78.0,0.9921,3.03,0.56,9.7,5
9.3,0.2,0.15,6.3,0.097,24.0,6.0,0.9976,2.99,0.44,11.8,7
5.9,0.21,0.32,10.5,0.058,20.0,80.0,0.9961,3.17,0.42,11.2,6
9.4,0.39,0.09,0.8,0.038,28.0,146.0,0.9948,3.28,0.5,11.1,7
7.6,0.17,0.0,0.6,0.071,43.0,48.0,0.9901,3.43,0.65,11.2,6
7.1,0.13,0.15,0.6,0.083,42.0,174.0,0.9972,3.37,0.68,10.0,5
6.7,0.61,0.23,16.8,0.015,37.0,85.0,1.0006,3.25,0.58,9.9,6
5.3,0.46,0.41,1.9,0.054,16.0,94.0,0.9933,3.65,0.54,8.2,5
8.6,0.26,0.34,3.3,0.065,27.0,72.0,0.9973,3.23,0.53,10.3,7
6.1,0.36,0.33,2.7,0.073,55.0,9.0,0.9944,2.86,0.46,8.4,5
6.3,0.39,0.18,7.1,0.044,4.0,98.0,0.9914,3.01,0.25,11.1,7
8.6,0.46,0.25,2.0,0.078,36.0,110.0,0.9924,3.24,0.67,9.6,7
4.9,0.18,0.19,4.1,0.022,27.0,136.0,0.9944,3.01,0.65,10.6,7
5.2,0.42,0.13,29.3,0.127,38.0,71.0,0.9961,3.43,0.57,10.0,5
7.2,0.25,0.23,3.2,0.034,33.0,22.0,0.9903,3.26,0.62,8.0,6
7.8,0.24,0.35,4.3,0.07,5.0,211.0,0.9926,3.44,0.82,8.8,8
7.8,0.39,0.23,3.8,0.037,41.0,125.0,0.9948,3.26,0.45,11.0,5
6.6,0.39,0.25,8.8,0.059,12.0,110.0,0.9909,2.83,0.56,10.0,4
10.3,0.51,0.41,1.7,0.018,9.0,174.0,0.9959,3.46,0.33,11.6,4
6.9,0.41,0.25,1.0,0.094,31.0,59.0,0.9999,3.21,0.79,11.1,6
6.7,0.15,0.1,7.6,0.027,22.0,50.0,0.9944,3.22,0.52,9.3,4
6.1,0.15,0.4,2.9,0.059,16.0,150.0,0.9969,3.3,0.22,8.0,5
7.4,0.28,0.36,13.2,0.054,24.0,216.0,0.9909,3.2,0.48,11.5,6
8.0,0.63,0.37,5.6,0.031,18.0,34.0,0.9928,3.31,0.73,12.2,6
8.8,0.2,0.42,4.5,0.01,58.0,112.0,0.9977,3.26,0.64,8.2,6
5.3,0.3,0.39,0.6,0.093,36.0,133.0,0.9906,3.21,0.78,10.7,6
7.0,0.22,0.34,7.1,0.061,28.0,139.0,0.9926,2.99,0.53,10.6,7
7.7,0.28,0.67,6.3,0.01,44.0,96.0,0.9981,3.23,0.65,8.0,5
7.9,0.39,0.12,5.5,0.01,27.0,61.0,0.9929,3.2,0.58,8.7,5
7.1,0.59,0.22,1.7,0.045,25.0,6.0,0.9887,3.33,0.57,10.7,5
8.0,0.38,0.48,15.8,0.053,48.0,226.0,0.993,3.35,0.4,12.6,7
6.3,0.18,0.35,2.1,0.048,19.0,203.0,0.9999,3.19,0.22,11.0,7
9.3,0.78,0.44,0.9,0.107,12.0,75.0,0.999,3.17,0.52,10.6,6
8.6,0.32,0.36,23.5,0.01,43.0,113.0,0.9945,3.41,0.23,10.7,7
5.4,0.27,0.52,7.4,0.063,33.0,78.0,0.994,3.34,0.61,11.0,5
5.9,0.53,0.18,2.9,0.079,34.0,95.0,1.0018,3.12,0.48,10.3,7
6.0,0.23,0.53,14.8,0.078,25.0,104.0,0.9919,2.97,0.42,11.1,7
8.1,0.6,0.5,0.6,0.087,41.0,43.0,0.9928,3.51,0.4,12.5,6
5.7,0.17,0.15,0.6,0.06,7.0,108.0,0.9979,3.35,0.55,9.6,7
6.6,0.62,0.4,6.2,0.065,1.0,118.0,0.9921,3.37,0.66,10.1,4
7.7,0.4,0.31,1.1,0.044,23.0,19.0,0.9958,3.04,0.48,10.0,5
7.1,0.57,0.22,13.4,0.01,41.0,71.0,0.991,3.35,0.41,9.8,5
7.6,0.64,0.04,9.9,0.068,53.0,33.0,0.9992,3.07,0.42,10.0,6
5.8,0.18,0.16,2.0,0.042,40.0,53.0,0.9934,3.39,0.76,10.1,5
8.0,0.54,0.43,11.9,0.03,14.0,99.0,0.9928,3.2,0.52,10.4,6
6.5,0.08,0.45,0.6,0.069,15.0,103.0,0.9922,3.01,0.22,10.2,7
6.8,0.17,0.29,4.3,0.072,52.0,104.0,0.9913,3.25,0.47,11.2,6
7.5,0.21,0.44,14.8,0.031,47.0,230.0,0.9937,3.3,0.32,10.1,6
7.3,0.45,0.45,10.4,0.065,40.0,130.0,0.9876,3.32,0.43,9.5,5
7.2,0.37,0.33,2.4,0.053,46.0,134.0,0.9914,3.23,0.35,9.3,5
6.4,0.28,0.22,1.1,0.063,34.0,119.0,0.9948,2.9,0.83,11.7,7
6.8,0.36,0.39,1.3,0.1,27.0,31.0,0.995,3.46,0.58,8.8,6
7.2,0.43,0.39,3.9,0.071,28.0,106.0,0.9945,3.32,0.69,10.8,6
5.4,0.47,0.41,4.9,0.069,41.0,113.0,0.9924,3.23,0.81,10.8,5
6.4,0.57,0.43,0.6,0.025,34.0,154.0,0.9992,3.43,0.56,8.0,4
7.6,0.66,0.11,2.9,0.03,1.0,50.0,0.9973,3.01,0.9,9.3,5
5.7,0.3,0.26,9.6,0.073,47.0,81.0,0.9944,3.16,0.31,12.0,7
8.6,0.28,0.03,3.2,0.01,40.0,51.0,0.9944,3.38,0.73,12.7,5
8.9,0.43,0.43,1.0,0.044,36.0,75.0,0.9933,3.57,0.56,9.6,6
5.7,0.12,0.3,16.7,0.029,56.0,96.0,0.9928,3.15,0.67,9.8,7
8.9,0.26,0.38,1.7,0.051,16.0,45.0,0.9942,2.94,0.5,9.4,5
7.1,0.49,0.1,8.6,0.048,12.0,160.0,0.9975,3.34,0.63,11.2,6
7.9,0.28,0.54,1.2,0.061,40.0,57.0,0.9934,3.44,0.61,11.0,7
6.6,0.14,0.14,3.0,0.072,17.0,152.0,0.9985,2.94,0.52,10.8,6
8.6,0.08,0.46,3.6,0.09,61.0,88.0,0.9927,3.2,0.57,12.1,8
7.6,0.4,0.32,3.7,0.092,17.0,86.0,0.9992,3.4,0.78,11.9,4
6.3,0.49,0.3,3.9,0.048,18.0,161.0,0.9938,3.46,0.43,8.6,7
5.7,0.52,0.28,1.4,0.035,23.0,149.0,0.9967,2.97,0.76,11.3,6
5.3,0.35,0.23,3.9,0.028,25.0,139.0,1.0015,3.18,0.42,11.9,6
7.5,0.66,0.52,3.5,0.045,24.0,16.0,1.002,3.14,0.63,11.3,6
7.9,0.35,0.31,1.3,0.021,25.0,183.0,0.9907,3.06,0.51,9.8,5
8.1,0.31,0.13,24.0,0.072,24.0,197.0,0.9978,3.25,0.63,12.0,6
6.9,0.08,0.24,10.8,0.092,2.0,99.0,0.9919,3.27,0.56,9.4,4
5.7,0.26,0.34,11.8,0.01,40.0,59.0,0.9958,3.51,0.61,10.8,6
6.4,0.47,0.46,6.2,0.056,23.0,45.0,0.9962,2.83,0.63,9.2,6
8.7,0.58,0.23,0.9,0.11,28.0,97.0,0.9973,3.31,0.56,10.3,6
6.7,0.17,0.25,4.5,0.01,10.0,52.0,0.9909,3.09,0.73,12.3,7
7.4,0.41,0.33,9.3,0.108,4.0,101.0,0.9912,3.03,0.61,11.8,6
5.8,0.5,0.45,0.6,0.026,29.0,82.0,0.9922,3.18,0.79,11.2,6
7.6,0.37,0.11,3.7,0.035,58.0,38.0,0.9964,3.27,0.49,13.2,5
6.5,0.08,0.39,2.7,0.078,57.0,76.0,0.9954,3.13,0.41,11.3,5
8.7,0.34,0.26,1.3,0.074,15.0,119.0,0.9959,3.18,0.61,10.3,7
8.3,0.43,0.28,2.6,0.052,18.0,62.0,0.9912,3.22,0.33,11.2,7
6.6,0.18,0.62,22.2,0.029,34.0,94.0,0.9952,3.29,0.7,10.8,6
7.1,0.29,0.29,6.9,0.012,1.0,164.0,0.9927,3.4,0.48,9.8,6
6.4,0.18,0.43,1.9,0.053,20.0,71.0,0.9929,3.19,0.66,10.3,5
5.5,0.08,0.44,5.0,0.049,35.0,61.0,0.9943,3.24,0.6,11.0,7
6.1,0.5,0.14,1.5,0.028,27.0,121.0,0.9902,3.23,0.53,11.7,6
7.7,0.27,0.06,5.1,0.047,1.0,179.0,0.9963,3.5,0.6,12.7,8
7.6,0.62,0.43,12.2,0.065,1.0,138.0,0.9904,3.3,0.31,8.7,5
7.3,0.5,0.15,4.4,0.093,5.0,76.0,0.9935,3.28,0.46,10.8,5
6.8,0.28,0.07,7.1,0.063,29.0,76.0,0.9969,3.21,0.65,10.9,6
8.5,0.32,0.48,3.3,0.05,16.0,86.0,0.9902,3.22,0.33,11.9,6
7.3,0.43,0.17,4.0,0.027,58.0,95.0,0.9905,2.91,0.62,9.8,6
8.1,0.52,0.2,6.4,0.03,6.0,255.0,0.9978,3.15,0.65,9.9,5
5.0,0.36,0.63,9.0,0.064,53.0,121.0,0.9915,3.31,0.45,11.2,7
4.0,0.51,0.07,5.8,0.065,9.0,217.0,0.9976,3.22,0.73,10.9,6
7.5,0.32,0.12,20.5,0.048,75.0,162.0,0.996,3.19,0.64,11.1,5
5.5,0.15,0.26,9.3,0.088,43.0,6.0,0.9907,3.45,0.75,12.1,7
7.1,0.29,0.3,8.1,0.058,1.0,87.0,0.9952,3.28,0.6,10.6,7
6.8,0.37,0.19,10.1,0.039,52.0,112.0,0.9961,3.03,0.47,9.5,6
9.3,0.14,0.15,1.8,0.033,22.0,125.0,0.9905,2.97,0.71,9.4,6
7.8,0.12,0.55,3.1,0.031,47.0,119.0,0.9949,3.37,0.53,12.2,6
7.4,0.44,0.35,4.5,0.073,30.0,18.0,0.9972,3.08,0.66,9.1,5
8.3,0.27,0.41,3.4,0.034,24.0,16.0,0.9945,3.26,0.46,11.7,6
7.5,0.37,0.28,10.2,0.06,25.0,113.0,0.9951,3.35,0.43,8.0,4
6.7,0.25,0.38,0.6,0.026,10.0,93.0,0.9943,3.26,0.43,11.6,7
8.4,0.64,0.44,1.3,0.05,22.0,187.0,0.9978,3.47,0.72,9.8,4
5.9,0.51,0.18,11.5,0.054,8.0,116.0,0.9944,3.19,0.64,11.8,7
7.7,0.14,0.36,0.6,0.139,22.0,159.0,0.9926,3.27,0.31,10.3,6
5.2,0.25,0.43,1.4,0.01,34.0,152.0,0.994,3.15,0.49,10.4,6
7.4,0.5,0.54,2.3,0.084,49.0,112.0,0.99,3.18,0.56,10.5,5
7.5,0.43,0.61,7.5,0.029,57.0,178.0,0.987,3.35,0.76,9.2,6
9.5,0.3,0.34,4.4,0.103,31.0,89.0,0.9922,3.37,0.5,11.0,7
5.0,0.21,0.47,16.7,0.032,10.0,113.0,0.9993,2.97,0.67,10.0,4
6.6,0.2,0.0,1.4,0.092,30.0,119.0,0.9978,3.1,0.8,12.8,7
8.3,0.25,0.55,11.1,0.064,28.0,68.0,0.9898,3.25,0.35,11.6,6
7.6,0.41,0.2,1.8,0.01,53.0,50.0,0.9916,3.31,0.53,11.2,5
7.4,0.64,0.28,1.5,0.063,46.0,43.0,0.9928,3.02,0.42,10.5,5
6.1,0.19,0.4,3.7,0.074,35.0,56.0,0.9941,3.13,0.76,11.8,7
6.4,0.2,0.29,0.6,0.077,57.0,108.0,0.9916,3.31,0.61,8.3,5
8.8,0.35,0.34,2.6,0.048,21.0,133.0,0.9929,3.34,0.46,11.3,5
7.3,0.47,0.57,2.4,0.147,42.0,45.0,0.9978,3.28,0.4,9.9,7
7.7,0.1,0.26,0.9,0.124,22.0,119.0,0.9917,3.19,0.44,9.0,6
7.0,0.6,0.15,10.6,0.068,22.0,101.0,0.9964,3.06,0.38,10.1,5
5.7,0.31,0.59,2.6,0.01,1.0,168.0,0.997,3.16,0.45,11.2,6
8.4,0.25,0.39,21.7,0.021,32.0,87.0,1.0019,3.38,0.43,13.5,5
8.0,0.08,0.62,12.4,0.047,33.0,205.0,0.9926,3.37,0.62,8.4,7
10.3,0.42,0.46,1.2,0.053,29.0,159.0,0.9913,3.08,0.42,10.1,7
5.9,0.31,0.12,3.8,0.027,39.0,97.0,0.9895,3.47,0.61,10.7,6
8.3,0.36,0.42,5.0,0.037,48.0,85.0,0.9967,3.1,0.43,9.9,6
5.6,0.16,0.18,9.2,0.01,31.0,166.0,0.996,3.24,0.37,13.9,7
7.4,0.28,0.32,11.7,0.01,41.0,97.0,0.9944,3.05,0.49,11.2,6
8.4,0.29,0.3,5.3,0.056,37.0,118.0,0.9957,3.49,0.43,10.0,5
4.5,0.32,0.08,0.6,0.112,50.0,87.0,0.9949,3.36,0.36,9.1,6
7.2,0.17,0.22,3.5,0.01,41.0,84.0,0.9935,3.25,0.46,10.4,8
6.4,0.12,0.64,11.7,0.049,62.0,47.0,0.9937,3.15,0.76,11.1,5
6.3,0.77,0.36,6.8,0.055,35.0,193.0,0.9944,3.57,0.47,9.8,6
7.7,0.12,0.3,11.0,0.069,14.0,93.0,1.0021,3.3,0.58,11.4,6
8.7,0.36,0.59,6.1,0.038,53.0,123.0,0.9974,3.55,0.43,11.2,6
7.0,0.08,0.25,0.6,0.017,41.0,143.0,0.9912,3.24,0.64,10.7,5
7.6,0.08,0.32,18.6,0.079,40.0,192.0,0.9959,3.25,0.34,11.5,7
7.6,0.29,0.49,13.5,0.01,4.0,84.0,0.9947,3.35,0.72,12.1,8
7.2,0.36,0.26,0.7,0.069,57.0,6.0,1.0001,3.25,0.67,10.4,6
5.7,0.57,0.2,0.6,0.028,48.0,121.0,0.9985,3.26,0.5,10.0,5
8.5,0.46,0.0,4.2,0.065,35.0,144.0,0.9944,3.28,0.75,9.8,4
7.6,0.31,0.18,7.6,0.097,1.0,85.0,0.9946,3.36,0.65,8.9,6
7.9,0.15,0.19,2.6,0.032,25.0,147.0,0.9913,3.1,0.89,12.3,7
6.2,0.57,0.35,0.8,0.043,64.0,116.0,0.9967,3.23,0.65,8.7,6
6.6,0.48,0.23,3.9,0.041,39.0,96.0,0.9981,3.14,0.37,8.3,6
6.9,0.17,0.64,2.2,0.136,9.0,191.0,0.9951,3.32,0.43,12.4,5
5.1,0.37,0.15,2.3,0.052,20.0,98.0,0.9955,3.22,0.66,11.5,5
5.1,0.33,0.54,5.6,0.05,24.0,209.0,0.9937,3.13,0.32,10.7,7
6.6,0.25,0.36,11.7,0.053,51.0,118.0,0.9973,3.45,0.53,12.6,7
7.7,0.52,0.42,4.4,0.103,3.0,69.0,0.9907,3.41,0.22,9.4,4
6.5,0.44,0.44,6.3,0.034,50.0,8.0,0.9913,3.41,0.68,12.1,7
5.9,0.3,0.0,5.8,0.084,45.0,183.0,0.9975,3.43,0.52,10.2,6
6.3,0.26,0.33,4.3,0.029,71.0,170.0,0.9905,3.31,0.48,11.5,7
6.5,0.6,0.27,2.0,0.027,40.0,161.0,0.9928,3.33,0.51,10.3,5
6.7,0.51,0.14,2.6,0.069,8.0,188.0,0.9939,3.19,0.42,8.4,5
10.1,0.35,0.39,2.0,0.098,30.0,217.0,0.9961,3.44,0.37,9.8,6
8.6,0.08,0.58,13.5,0.043,13.0,6.0,0.9952,3.25,0.54,10.1,6
8.7,0.36,0.0,9.5,0.042,38.0,16.0,0.987,3.13,0.48,11.2,7
8.8,0.45,0.24,4.7,0.078,61.0,100.0,0.9964,3.29,0.38,10.6,6
5.9,0.08,0.13,13.1,0.056,15.0,171.0,0.994,3.16,0.82,8.5,6
5.5,0.4,0.32,11.7,0.08,47.0,132.0,0.9979,3.37,0.51,9.3,5
5.9,0.24,0.28,14.2,0.01,20.0,132.0,0.9918,3.34,0.48,12.4,7
8.9,0.33,0.22,1.4,0.02,3.0,91.0,0.9994,3.36,0.52,9.9,5
6.6,0.16,0.44,6.8,0.054,59.0,68.0,0.9912,2.99,0.53,9.2,7
5.6,0.31,0.57,5.1,0.072,35.0,110.0,0.9933,2.94,0.5,11.8,6
6.8,0.53,0.73,7.1,0.051,40.0,101.0,0.9985,3.25,0.33,10.6,7
6.9,0.26,0.21,1.7,0.059,46.0,90.0,1.0015,3.25,0.73,11.6,6
7.6,0.49,0.05,6.4,0.077,1.0,151.0,0.9912,3.43,0.41,9.7,6
7.5,0.24,0.4,2.8,0.012,25.0,115.0,1.0022,3.12,0.76,9.3,5
6.2,0.46,0.56,9.7,0.077,2.0,141.0,0.9876,3.07,0.36,9.5,6
8.1,0.33,0.44,8.6,0.093,21.0,109.0,0.997,3.1,0.67,10.7,6
6.4,0.39,0.56,1.3,0.044,51.0,154.0,1.0,3.05,0.69,13.0,6
6.9,0.37,0.28,1.1,0.026,38.0,53.0,0.9916,3.14,0.53,9.7,5
8.1,0.44,0.23,6.8,0.087,20.0,36.0,0.9984,3.03,0.26,10.8,6
6.4,0.08,0.34,4.3,0.116,31.0,97.0,0.9932,3.24,0.55,13.0,6
6.3,0.17,0.25,4.4,0.061,27.0,159.0,0.9925,3.23,0.71,10.0,4
8.0,0.4,0.42,7.5,0.025,36.0,95.0,0.9906,3.11,0.33,9.3,6
6.0,0.08,0.46,10.4,0.056,19.0,231.0,0.9945,3.06,0.46,10.2,5
6.6,0.28,0.47,1.5,0.027,28.0,58.0,0.9951,3.04,0.38,10.5,5
7.8,0.39,0.38,4.4,0.081,32.0,105.0,0.9911,2.84,0.59,8.7,4
9.7,0.26,0.34,9.5,0.054,37.0,12.0,0.999,3.11,0.76,9.4,4
7.9,0.25,0.43,11.1,0.024,34.0,199.0,0.9929,3.15,0.52,9.3,5
7.8,0.41,0.02,1.8,0.063,1.0,109.0,0.9946,2.9,0.41,12.7,5
8.1,0.44,0.37,0.6,0.033,9.0,6.0,0.9954,3.44,0.84,9.6,8
5.7,0.21,0.32,1.4,0.01,41.0,98.0,1.0037,3.37,0.56,9.5,5
7.4,0.24,0.35,15.7,0.083,26.0,6.0,0.9985,3.19,0.53,8.7,6
7.2,0.22,0.31,3.4,0.066,23.0,185.0,0.9971,2.89,0.5,9.6,6
7.7,0.08,0.39,2.9,0.04,26.0,64.0,0.9934,3.4,0.37,10.2,6
7.4,0.36,0.24,0.6,0.101,26.0,118.0,0.9958,3.15,0.64,11.3,6
7.6,0.51,0.48,0.6,0.03,1.0,74.0,0.9961,2.97,0.66,11.2,5
6.9,0.47,0.4,6.0,0.041,62.0,104.0,0.9946,3.02,0.5,10.3,7
7.4,0.17,0.35,4.8,0.069,29.0,161.0,0.9976,3.14,0.65,11.3,7
5.4,0.19,0.2,4.6,0.087,30.0,93.0,1.004,3.07,0.22,8.0,4
6.7,0.37,0.43,0.6,0.07,31.0,147.0,0.9914,3.12,0.48,10.5,5
9.0,0.47,0.35,2.3,0.036,48.0,6.0,0.9959,2.9,0.44,9.9,6
7.6,0.39,0.2,9.0,0.048,42.0,44.0,0.9959,3.45,0.55,10.0,5
7.2,0.38,0.31,1.0,0.033,29.0,119.0,0.994,3.37,0.36,11.8,6
9.6,0.55,0.41,11.6,0.044,15.0,75.0,0.9927,3.1,0.27,9.9,5
5.7,0.16,0.42,0.7,0.047,53.0,182.0,0.9925,3.36,0.51,11.9,8
5.9,0.27,0.4,1.0,0.071,32.0,163.0,1.0014,3.14,0.53,8.6,7
9.5,0.6,0.34,3.5,0.032,41.0,193.0,0.9952,3.22,0.71,10.7,6
7.4,0.27,0.49,15.7,0.089,12.0,121.0,0.9977,3.03,0.62,12.8,7
7.0,0.1,0.52,2.2,0.055,43.0,74.0,0.9939,3.3,0.65,10.4,7
5.6,0.26,0.42,5.8,0.026,5.0,150.0,0.996,3.35,0.23,8.9,5
7.7,0.21,0.22,4.8,0.07,23.0,56.0,0.9962,3.26,0.68,11.1,5
7.9,0.39,0.16,0.9,0.052,33.0,99.0,0.994,3.14,0.68,11.4,6
5.9,0.16,0.25,1.5,0.04,62.0,139.0,0.9955,2.9,0.61,11.4,7
7.1,0.38,0.61,14.4,0.106,42.0,76.0,0.9986,3.36,0.22,8.1,6
6.6,0.28,0.34,1.1,0.045,55.0,251.0,0.9914,3.19,0.53,9.2,4
7.5,0.08,0.63,6.4,0.04,38.0,156.0,0.9954,3.1,0.43,9.3,5
5.8,0.38,0.3,18.1,0.09,11.0,64.0,0.9964,3.12,0.48,10.3,6
8.9,0.36,0.28,0.7,0.074,11.0,170.0,0.9971,3.26,0.42,9.2,6
8.6,0.36,0.33,2.8,0.082,45.0,208.0,0.9976,3.02,0.6,11.9,8
6.7,0.26,0.3,1.4,0.036,12.0,30.0,0.9969,3.29,0.34,10.7,5
7.0,0.21,0.21,1.4,0.064,3.0,188.0,0.9983,3.18,0.55,13.0,6
7.2,0.37,0.16,0.7,0.01,14.0,44.0,0.9935,3.11,0.74,11.6,7
6.4,0.52,0.42,5.7,0.01,36.0,115.0,0.9991,3.09,0.47,10.2,8
6.6,0.37,0.47,7.4,0.035,16.0,126.0,0.9951,3.28,0.46,9.5,5
6.9,0.4,0.69,6.1,0.058,53.0,78.0,0.9973,2.82,0.34,11.9,6
9.3,0.28,0.26,14.0,0.14,38.0,78.0,0.9908,3.12,0.65,8.1,6
8.5,0.09,0.27,0.9,0.1,34.0,67.0,0.9967,3.32,0.39,9.1,6
8.5,0.49,0.21,2.1,0.018,37.0,85.0,0.9952,3.2,0.43,11.2,6
7.7,0.48,0.49,2.3,0.087,41.0,60.0,0.9938,3.41,0.64,11.4,6
5.6,0.51,0.42,1.4,0.01,41.0,179.0,0.9986,3.24,0.58,9.9,4
7.2,0.31,0.19,0.8,0.11,16.0,33.0,0.9954,3.11,0.28,10.2,6
8.5,0.43,0.19,3.6,0.038,53.0,217.0,0.9953,3.18,0.61,9.9,6
5.6,0.48,0.46,9.7,0.036,42.0,108.0,0.9904,3.24,0.49,9.7,6
8.3,0.53,0.4,16.7,0.092,25.0,6.0,0.9926,3.09,0.54,10.9,8
10.2,0.52,0.43,0.7,0.036,44.0,159.0,0.9953,3.32,0.74,12.4,5
8.5,0.37,0.18,9.4,0.117,7.0,94.0,0.9927,3.51,0.65,8.0,5
9.3,0.08,0.06,9.4,0.036,47.0,48.0,0.9991,3.03,0.73,10.0,8
7.4,0.39,0.18,2.7,0.087,35.0,96.0,0.9938,3.32,0.38,12.3,5
8.4,0.41,0.41,0.6,0.06,1.0,72.0,0.9918,3.1,0.74,11.4,5
6.3,0.45,0.64,24.9,0.08,66.0,188.0,0.9914,3.11,0.41,8.9,6
8.4,0.52,0.27,5.8,0.021,8.0,72.0,0.9943,3.16,0.43,10.6,7
8.1,0.32,0.66,21.8,0.01,41.0,41.0,0.9973,3.12,0.52,11.5,6
7.5,0.7,0.44,3.6,0.023,55.0,76.0,0.9919,3.32,0.6,11.5,5
8.8,0.08,0.1,2.7,0.042,1.0,60.0,0.9916,3.23,0.71,9.1,5
6.4,0.43,0.34,1.5,0.049,34.0,177.0,0.993,3.19,0.51,9.4,5
7.0,0.21,0.45,22.2,0.039,46.0,127.0,0.9945,3.28,0.79,9.3,6
7.4,0.08,0.0,1.6,0.01,50.0,33.0,0.9915,3.29,0.84,10.2,6
5.9,0.3,0.42,0.6,0.034,52.0,56.0,0.9951,3.22,0.36,11.1,6
7.3,0.16,0.48,3.9,0.057,46.0,91.0,0.9994,3.38,0.71,11.4,4
5.1,0.28,0.39,2.6,0.047,25.0,12.0,0.9947,3.24,0.56,9.2,7
8.6,0.34,0.31,1.6,0.043,39.0,53.0,0.9935,3.56,0.68,11.7,6
7.4,0.48,0.31,5.4,0.04,67.0,134.0,0.9981,3.07,0.38,11.1,7
6.6,0.09,0.29,2.4,0.058,53.0,218.0,0.9912,2.98,0.72,10.3,6
6.3,0.45,0.16,2.8,0.019,19.0,12.0,0.9963,3.25,0.46,13.7,7
6.9,0.35,0.22,0.6,0.047,49.0,270.0,0.9948,3.37,0.7,12.6,6
8.2,0.47,0.27,4.8,0.042,55.0,137.0,0.9998,3.17,0.54,8.7,7
8.0,0.27,0.34,0.7,0.012,15.0,52.0,0.9985,3.09,0.51,12.6,6
6.3,0.12,0.24,1.3,0.05,30.0,202.0,0.9888,3.22,0.53,10.6,6
6.3,0.08,0.21,6.8,0.01,27.0,139.0,0.9953,3.18,0.66,9.5,8
8.2,0.1,0.45,2.0,0.032,47.0,163.0,0.9903,3.19,0.54,12.3,7
6.3,0.41,0.38,1.0,0.068,23.0,162.0,0.9981,3.1,0.62,12.1,6
